orderId,customerId,customerName,orderDate,totalAmount,status,eventId
O-00663,C-00998,Bui Van Trung,2026-07-15,3456000,SUCCESS,EV-009
O-00664,C-00045,Phan Van Quang,2026-07-01,1669000,SUCCESS,EV-003
O-00665,C-01232,Tran Van Cuong,2026-06-26,837000,SUCCESS,EV-008
O-00666,C-01749,Tran Van Khanh,2026-06-29,4407000,SUCCESS,EV-001
O-00667,C-01781,Phan Van Quang,2026-07-16,2114000,SUCCESS,EV-004
O-00668,C-00384,Vu Van Khanh,2026-07-06,1361000,SUCCESS,EV-004
O-00669,C-01397,Vu Van Minh,2026-07-05,4181000,SUCCESS,EV-007
O-00670,C-00297,Dang Van Thanh,2026-07-04,1883000,SUCCESS,EV-004
O-00671,C-01445,Phan Van Minh,2026-07-18,184000,SUCCESS,EV-005
O-00672,C-01506,Vu Van Cuong,2026-06-22,2627000,FAILED,EV-006
O-00673,C-01519,Vo Van Binh,2026-07-16,3571000,SUCCESS,EV-008
O-00674,C-01397,Vu Van Minh,2026-06-29,4717000,SUCCESS,EV-005
O-00675,C-01242,Nguyen Van Linh,2026-07-13,4882000,SUCCESS,EV-007
O-00676,C-00699,Dang Van Binh,2026-07-04,1539000,SUCCESS,EV-005
O-00677,C-01446,Bui Van Quang,2026-07-06,939000,SUCCESS,EV-001
O-00678,C-01485,Tran Van Thanh,2026-07-17,344000,SUCCESS,EV-006
O-00679,C-01995,Vu Van Linh,2026-06-26,2993000,SUCCESS,EV-006
O-00680,C-01312,Dang Van Nam,2026-07-04,4208000,SUCCESS,EV-009
O-00681,C-01327,Bui Van Binh,2026-06-30,3292000,SUCCESS,EV-007
O-00682,C-00551,Pham Van Trung,2026-07-05,1238000,SUCCESS,EV-010
O-00683,C-00264,Vu Van Trung,2026-06-24,3970000,FAILED,EV-007
O-00684,C-00414,Hoang Van Minh,2026-06-23,4117000,SUCCESS,EV-008
O-00685,C-00490,Nguyen Van Minh,2026-07-07,714000,SUCCESS,EV-006
O-00686,C-01347,Pham Van Phuc,2026-06-30,3497000,SUCCESS,EV-006
O-00687,C-01955,Phan Van Hung,2026-07-05,2495000,SUCCESS,EV-001
O-00688,C-00773,Phan Van Hieu,2026-07-11,2754000,SUCCESS,EV-009
O-00689,C-00301,Hoang Van Khanh,2026-06-21,2290000,SUCCESS,EV-003
O-00690,C-01013,Dang Van Thanh,2026-06-22,521000,SUCCESS,EV-005
O-00691,C-01935,Dang Van Anh,2026-06-21,1004000,SUCCESS,EV-005
O-00692,C-00477,Nguyen Van Son,2026-06-22,2923000,SUCCESS,EV-006
O-00693,C-01504,Pham Van Anh,2026-07-17,2483000,SUCCESS,EV-007
O-00694,C-00545,Hoang Van Khanh,2026-07-16,3138000,SUCCESS,EV-008
O-00695,C-01920,Tran Van Son,2026-07-02,3805000,SUCCESS,EV-002
O-00696,C-00641,Nguyen Van Minh,2026-06-29,323000,SUCCESS,EV-010
O-00697,C-00191,Hoang Van Hung,2026-07-18,4522000,SUCCESS,EV-006
O-00698,C-01939,Phan Van Quang,2026-07-10,3809000,FAILED,EV-005
O-00699,C-01598,Hoang Van Son,2026-06-21,3501000,SUCCESS,EV-004
O-00700,C-01494,Tran Van Son,2026-07-11,1201000,SUCCESS,EV-004
O-00701,C-00288,Pham Van Son,2026-07-04,3328000,SUCCESS,EV-001
O-00702,C-01154,Phan Van Linh,2026-06-24,4144000,FAILED,EV-006
O-00703,C-00672,Vu Van Hieu,2026-06-27,1083000,SUCCESS,EV-008
O-00704,C-00560,Vo Van Hung,2026-06-26,2648000,SUCCESS,EV-002
O-00705,C-01635,Le Van Phuc,2026-07-05,1814000,FAILED,EV-008
O-00706,C-00322,Hoang Van Trung,2026-07-04,599000,SUCCESS,EV-008
O-00707,C-01752,Hoang Van Nam,2026-06-29,3300000,SUCCESS,EV-007
O-00708,C-01687,Bui Van Hung,2026-07-18,1527000,SUCCESS,EV-004
O-00709,C-00927,Vu Van Dung,2026-06-28,1837000,SUCCESS,EV-006
O-00710,C-01013,Dang Van Thanh,2026-07-09,2270000,SUCCESS,EV-007
O-00711,C-01868,Pham Van Hung,2026-07-02,1454000,SUCCESS,EV-007
O-00712,C-00472,Nguyen Van Trung,2026-07-07,1019000,SUCCESS,EV-006
O-00713,C-01723,Bui Van Cuong,2026-06-22,2911000,SUCCESS,EV-006
O-00714,C-01273,Bui Van Nam,2026-06-23,1861000,SUCCESS,EV-006
O-00715,C-00211,Vu Van Minh,2026-07-12,2394000,SUCCESS,EV-010
O-00716,C-00260,Vu Van Minh,2026-07-16,3048000,SUCCESS,EV-002
O-00717,C-00534,Vu Van Dung,2026-06-26,2263000,SUCCESS,EV-001
O-00718,C-01151,Phan Van Minh,2026-07-14,1024000,SUCCESS,EV-008
O-00719,C-00524,Vo Van Dung,2026-07-06,4853000,SUCCESS,EV-004
O-00720,C-00168,Tran Van Cuong,2026-07-03,617000,SUCCESS,EV-004
O-00721,C-01233,Hoang Van Hieu,2026-07-11,3005000,FAILED,EV-007
O-00722,C-00595,Nguyen Van Khanh,2026-07-01,2061000,SUCCESS,EV-004
O-00723,C-00224,Dang Van Minh,2026-07-09,4324000,SUCCESS,EV-007
O-00724,C-00283,Bui Van Khanh,2026-07-08,988000,SUCCESS,EV-006
O-00725,C-01348,Bui Van Binh,2026-06-20,3871000,SUCCESS,EV-006
O-00726,C-01261,Dang Van Cuong,2026-06-24,4897000,SUCCESS,EV-002
O-00727,C-01640,Vo Van Linh,2026-06-19,2080000,SUCCESS,EV-004
O-00728,C-01843,Hoang Van Hieu,2026-07-01,2530000,SUCCESS,EV-009
O-00729,C-00003,Pham Van Linh,2026-06-29,1382000,SUCCESS,EV-003
O-00730,C-01691,Tran Van Minh,2026-07-15,814000,SUCCESS,EV-001
O-00731,C-01921,Hoang Van Trung,2026-07-10,3744000,SUCCESS,EV-009
O-00732,C-00749,Hoang Van Hieu,2026-07-14,3114000,SUCCESS,EV-005
O-00733,C-00089,Dang Van Dung,2026-06-21,2928000,SUCCESS,EV-004
O-00734,C-00745,Hoang Van Quang,2026-06-24,4882000,SUCCESS,EV-010
O-00735,C-01983,Tran Van Hieu,2026-06-21,1316000,SUCCESS,EV-005
O-00736,C-01850,Vu Van Binh,2026-06-30,1882000,SUCCESS,EV-004
O-00737,C-00628,Vo Van Trung,2026-07-03,2180000,SUCCESS,EV-001
O-00738,C-01318,Phan Van Linh,2026-07-10,3834000,SUCCESS,EV-003
O-00739,C-01433,Dang Van Cuong,2026-07-11,372000,SUCCESS,EV-007
O-00740,C-01209,Pham Van Thanh,2026-06-22,2980000,SUCCESS,EV-004
O-00741,C-01236,Phan Van Khanh,2026-06-24,457000,SUCCESS,EV-003
O-00742,C-00972,Phan Van Linh,2026-07-11,531000,SUCCESS,EV-010
O-00743,C-00235,Dang Van Phuc,2026-07-10,4979000,SUCCESS,EV-004
O-00744,C-00314,Hoang Van Phuc,2026-06-23,3746000,FAILED,EV-001
O-00745,C-00966,Hoang Van Son,2026-06-28,196000,FAILED,EV-004
O-00746,C-00868,Le Van Binh,2026-06-21,4398000,SUCCESS,EV-002
O-00747,C-01948,Phan Van Cuong,2026-07-13,3669000,SUCCESS,EV-008
O-00748,C-01625,Tran Van Quang,2026-07-12,2681000,SUCCESS,EV-006
O-00749,C-00622,Bui Van Khanh,2026-06-24,2202000,SUCCESS,EV-003
O-00750,C-01512,Nguyen Van Cuong,2026-06-22,4959000,SUCCESS,EV-002
O-00751,C-01360,Nguyen Van Minh,2026-06-23,3763000,SUCCESS,EV-004
O-00752,C-01456,Pham Van Nam,2026-06-21,3327000,SUCCESS,EV-007
O-00753,C-01873,Pham Van Hung,2026-07-08,4743000,SUCCESS,EV-010
O-00754,C-01095,Le Van Binh,2026-07-06,2798000,SUCCESS,EV-007
O-00755,C-01876,Bui Van Nam,2026-07-14,132000,SUCCESS,EV-003
O-00756,C-01571,Tran Van Anh,2026-06-28,4748000,SUCCESS,EV-003
O-00757,C-00534,Vu Van Dung,2026-06-24,2500000,SUCCESS,EV-001
O-00758,C-01311,Pham Van Trung,2026-06-25,1404000,SUCCESS,EV-002
O-00759,C-00653,Nguyen Van Khanh,2026-06-29,1281000,SUCCESS,EV-009
O-00760,C-01014,Vo Van Phuc,2026-06-20,4285000,SUCCESS,EV-009
O-00761,C-00174,Dang Van Hung,2026-07-10,3621000,SUCCESS,EV-001
O-00762,C-01377,Vu Van Phuc,2026-07-14,4958000,SUCCESS,EV-003
O-00763,C-00740,Nguyen Van Trung,2026-06-28,406000,SUCCESS,EV-001
O-00764,C-00284,Vo Van Hung,2026-06-20,1121000,SUCCESS,EV-010
O-00765,C-00822,Nguyen Van Hieu,2026-07-01,1222000,FAILED,EV-008
O-00766,C-00629,Phan Van Khanh,2026-07-08,167000,SUCCESS,EV-005
O-00767,C-01972,Pham Van Dung,2026-06-26,4171000,SUCCESS,EV-003
O-00768,C-00721,Dang Van Thanh,2026-07-16,189000,SUCCESS,EV-006
O-00769,C-01045,Pham Van Hung,2026-07-09,1309000,SUCCESS,EV-010
O-00770,C-00650,Hoang Van Minh,2026-06-19,1860000,SUCCESS,EV-006
O-00771,C-00614,Nguyen Van Khanh,2026-07-15,2745000,SUCCESS,EV-010
O-00772,C-01153,Bui Van Phuc,2026-07-14,3745000,SUCCESS,EV-006
O-00773,C-01249,Le Van Hung,2026-07-05,2303000,SUCCESS,EV-003
O-00774,C-01473,Hoang Van Hung,2026-06-20,1587000,SUCCESS,EV-006
O-00775,C-01299,Hoang Van Nam,2026-06-29,4283000,SUCCESS,EV-008
O-00776,C-01076,Phan Van Nam,2026-07-02,3271000,FAILED,EV-010
O-00777,C-00173,Dang Van Linh,2026-07-13,1853000,SUCCESS,EV-009
O-00778,C-00094,Le Van Quang,2026-06-23,1679000,SUCCESS,EV-008
O-00779,C-01553,Pham Van Thanh,2026-07-12,946000,SUCCESS,EV-003
O-00780,C-00102,Dang Van Hieu,2026-07-13,3624000,SUCCESS,EV-008
O-00781,C-01565,Phan Van Hung,2026-06-20,1843000,SUCCESS,EV-004
O-00782,C-01479,Le Van Binh,2026-06-25,3614000,SUCCESS,EV-005
O-00783,C-00554,Hoang Van Trung,2026-06-28,4661000,SUCCESS,EV-006
O-00784,C-01939,Phan Van Quang,2026-07-01,4884000,SUCCESS,EV-007
O-00785,C-01268,Hoang Van Dung,2026-07-15,2918000,FAILED,EV-007
O-00786,C-00849,Le Van Cuong,2026-07-15,263000,SUCCESS,EV-009
O-00787,C-01773,Le Van Anh,2026-07-12,1069000,FAILED,EV-009
O-00788,C-00109,Hoang Van Dung,2026-06-28,1428000,SUCCESS,EV-003
O-00789,C-00978,Tran Van Hung,2026-07-18,4757000,FAILED,EV-009
O-00790,C-00210,Dang Van Quang,2026-07-17,2815000,SUCCESS,EV-003
O-00791,C-00717,Tran Van Khanh,2026-06-21,564000,SUCCESS,EV-009
O-00792,C-01731,Bui Van Thanh,2026-06-28,1844000,FAILED,EV-001
O-00793,C-00102,Dang Van Hieu,2026-07-01,4734000,SUCCESS,EV-006
O-00794,C-00201,Vu Van Anh,2026-07-09,3803000,SUCCESS,EV-005
O-00795,C-01855,Pham Van Thanh,2026-07-04,3570000,SUCCESS,EV-007
O-00796,C-01380,Vu Van Khanh,2026-06-25,3436000,FAILED,EV-007
O-00797,C-00146,Bui Van Son,2026-06-27,3872000,SUCCESS,EV-007
O-00798,C-01844,Bui Van Anh,2026-07-02,2252000,SUCCESS,EV-007
O-00799,C-01948,Phan Van Cuong,2026-07-09,1066000,SUCCESS,EV-004
O-00800,C-01253,Vo Van Linh,2026-07-05,3493000,SUCCESS,EV-010
O-00801,C-00167,Bui Van Thanh,2026-07-08,1187000,SUCCESS,EV-003
O-00802,C-01206,Tran Van Quang,2026-07-05,813000,SUCCESS,EV-001
O-00803,C-00718,Vu Van Thanh,2026-07-12,4365000,SUCCESS,EV-006
O-00804,C-00445,Bui Van Son,2026-07-12,1208000,SUCCESS,EV-004
O-00805,C-01080,Dang Van Binh,2026-06-22,2307000,SUCCESS,EV-008
O-00806,C-01403,Vo Van Dung,2026-06-22,739000,SUCCESS,EV-002
O-00807,C-00680,Hoang Van Minh,2026-06-23,2083000,SUCCESS,EV-006
O-00808,C-01423,Bui Van Cuong,2026-07-10,1539000,SUCCESS,EV-002
O-00809,C-01406,Vu Van Anh,2026-07-18,175000,SUCCESS,EV-007
O-00810,C-01815,Vo Van Binh,2026-06-30,2504000,SUCCESS,EV-010
O-00811,C-00172,Vo Van Trung,2026-06-30,4913000,SUCCESS,EV-007
O-00812,C-01511,Hoang Van Anh,2026-06-22,1390000,SUCCESS,EV-001
O-00813,C-01199,Hoang Van Thanh,2026-06-20,2725000,SUCCESS,EV-008
O-00814,C-00831,Dang Van Dung,2026-07-06,4457000,SUCCESS,EV-009
O-00815,C-00153,Dang Van Son,2026-07-05,3139000,SUCCESS,EV-007
O-00816,C-00458,Pham Van Quang,2026-07-03,2337000,SUCCESS,EV-004
O-00817,C-01086,Le Van Phuc,2026-06-28,1608000,SUCCESS,EV-008
O-00818,C-01236,Phan Van Khanh,2026-07-16,1830000,SUCCESS,EV-006
O-00819,C-01119,Tran Van Anh,2026-07-15,2701000,SUCCESS,EV-001
O-00820,C-01551,Nguyen Van Nam,2026-07-04,1418000,SUCCESS,EV-009
O-00821,C-01647,Nguyen Van Khanh,2026-07-11,3238000,FAILED,EV-010
O-00822,C-00859,Dang Van Khanh,2026-06-29,4622000,SUCCESS,EV-009
O-00823,C-01744,Hoang Van Khanh,2026-07-11,1626000,SUCCESS,EV-005
O-00824,C-00569,Dang Van Thanh,2026-07-10,1447000,SUCCESS,EV-008
O-00825,C-00484,Vu Van Nam,2026-07-14,3279000,SUCCESS,EV-006
O-00826,C-01241,Nguyen Van Nam,2026-06-26,1843000,SUCCESS,EV-008
O-00827,C-01087,Nguyen Van Khanh,2026-06-22,3963000,SUCCESS,EV-006
O-00828,C-01097,Hoang Van Cuong,2026-07-03,4619000,SUCCESS,EV-001
O-00829,C-01839,Bui Van Khanh,2026-06-30,278000,SUCCESS,EV-009
O-00830,C-01773,Le Van Anh,2026-07-06,4139000,FAILED,EV-010
O-00831,C-00518,Le Van Son,2026-06-29,2415000,SUCCESS,EV-008
O-00832,C-01849,Le Van Thanh,2026-06-19,2064000,SUCCESS,EV-007
O-00833,C-00369,Vo Van Anh,2026-06-22,2033000,SUCCESS,EV-005
O-00834,C-01602,Tran Van Quang,2026-07-17,3396000,SUCCESS,EV-006
O-00835,C-01386,Vo Van Khanh,2026-07-05,410000,FAILED,EV-001
O-00836,C-01877,Phan Van Anh,2026-06-27,2560000,SUCCESS,EV-007
O-00837,C-00794,Hoang Van Trung,2026-06-30,272000,SUCCESS,EV-002
O-00838,C-01432,Bui Van Trung,2026-07-15,3934000,SUCCESS,EV-010
O-00839,C-00859,Dang Van Khanh,2026-07-17,4610000,SUCCESS,EV-006
O-00840,C-00123,Tran Van Dung,2026-07-10,2609000,SUCCESS,EV-007
O-00841,C-00367,Phan Van Cuong,2026-06-25,1570000,SUCCESS,EV-002
O-00842,C-01402,Hoang Van Son,2026-06-28,4941000,SUCCESS,EV-008
O-00843,C-01128,Vu Van Dung,2026-07-08,2340000,SUCCESS,EV-002
O-00844,C-00496,Pham Van Cuong,2026-06-28,2000000,SUCCESS,EV-006
O-00845,C-01457,Le Van Thanh,2026-07-07,4985000,SUCCESS,EV-010
O-00846,C-01021,Nguyen Van Thanh,2026-07-08,4962000,SUCCESS,EV-001
O-00847,C-00004,Hoang Van Son,2026-07-16,3748000,SUCCESS,EV-001
O-00848,C-00926,Le Van Trung,2026-07-14,2337000,FAILED,EV-004
O-00849,C-00278,Vo Van Hieu,2026-07-11,1230000,SUCCESS,EV-006
O-00850,C-01052,Hoang Van Khanh,2026-07-14,1012000,SUCCESS,EV-005
O-00851,C-01183,Tran Van Trung,2026-07-03,716000,SUCCESS,EV-009
O-00852,C-01921,Hoang Van Trung,2026-06-23,2653000,SUCCESS,EV-002
O-00853,C-00417,Phan Van Quang,2026-07-08,1336000,SUCCESS,EV-010
O-00854,C-00742,Tran Van Cuong,2026-07-06,970000,SUCCESS,EV-010
O-00855,C-00477,Nguyen Van Son,2026-06-23,3911000,SUCCESS,EV-005
O-00856,C-00789,Vu Van Thanh,2026-07-11,2397000,SUCCESS,EV-001
O-00857,C-00229,Phan Van Nam,2026-07-04,3948000,FAILED,EV-009
O-00858,C-00200,Le Van Hieu,2026-06-27,2203000,SUCCESS,EV-008
O-00859,C-00913,Tran Van Dung,2026-06-26,1741000,SUCCESS,EV-007
O-00860,C-01444,Phan Van Quang,2026-07-14,2488000,SUCCESS,EV-003
O-00861,C-00765,Vo Van Anh,2026-06-30,160000,FAILED,EV-008
O-00862,C-00283,Bui Van Khanh,2026-07-14,1449000,FAILED,EV-003
O-00863,C-01623,Hoang Van Minh,2026-06-27,2457000,SUCCESS,EV-006
O-00864,C-01910,Nguyen Van Nam,2026-06-27,308000,SUCCESS,EV-004
O-00865,C-00225,Dang Van Hieu,2026-06-30,2087000,SUCCESS,EV-010
O-00866,C-00085,Nguyen Van Minh,2026-06-22,2623000,SUCCESS,EV-004
O-00867,C-01496,Pham Van Cuong,2026-06-22,4283000,SUCCESS,EV-001
O-00868,C-01215,Pham Van Phuc,2026-07-08,180000,SUCCESS,EV-002
O-00869,C-01655,Vu Van Khanh,2026-06-19,751000,SUCCESS,EV-005
O-00870,C-01028,Pham Van Khanh,2026-07-01,1776000,SUCCESS,EV-004
O-00871,C-01368,Dang Van Binh,2026-07-05,2421000,SUCCESS,EV-010
O-00872,C-01653,Pham Van Khanh,2026-06-19,3892000,FAILED,EV-002
O-00873,C-00355,Pham Van Hung,2026-07-15,1744000,SUCCESS,EV-003
O-00874,C-00734,Vu Van Thanh,2026-07-12,4635000,SUCCESS,EV-001
O-00875,C-00998,Bui Van Trung,2026-06-24,959000,SUCCESS,EV-007
O-00876,C-00845,Le Van Hung,2026-07-13,4036000,SUCCESS,EV-003
O-00877,C-01078,Dang Van Dung,2026-06-23,3988000,SUCCESS,EV-010
O-00878,C-00939,Le Van Son,2026-07-01,2318000,SUCCESS,EV-004
O-00879,C-00275,Pham Van Hung,2026-06-28,4184000,SUCCESS,EV-009
O-00880,C-00362,Hoang Van Son,2026-07-16,1064000,SUCCESS,EV-010
O-00881,C-00040,Vo Van Hieu,2026-06-28,2835000,SUCCESS,EV-005
O-00882,C-01956,Bui Van Thanh,2026-06-30,3884000,SUCCESS,EV-003
O-00883,C-01471,Tran Van Quang,2026-07-11,4334000,SUCCESS,EV-002
O-00884,C-00326,Nguyen Van Hieu,2026-06-26,1181000,FAILED,EV-007
O-00885,C-00705,Hoang Van Minh,2026-07-18,2767000,SUCCESS,EV-008
O-00886,C-00733,Nguyen Van Minh,2026-06-20,3539000,SUCCESS,EV-006
O-00887,C-01639,Vu Van Anh,2026-07-02,2928000,SUCCESS,EV-001
O-00888,C-01986,Tran Van Nam,2026-07-05,852000,SUCCESS,EV-010
O-00889,C-01255,Bui Van Thanh,2026-07-13,4796000,SUCCESS,EV-008
O-00890,C-01210,Vo Van Phuc,2026-07-16,3373000,SUCCESS,EV-010
O-00891,C-01422,Phan Van Binh,2026-07-10,744000,SUCCESS,EV-005
O-00892,C-00639,Hoang Van Linh,2026-06-21,4226000,SUCCESS,EV-009
O-00893,C-00095,Dang Van Hung,2026-07-01,1081000,SUCCESS,EV-001
O-00894,C-00691,Tran Van Trung,2026-06-22,2094000,SUCCESS,EV-006
O-00895,C-01643,Le Van Son,2026-07-17,3602000,SUCCESS,EV-005
O-00896,C-00281,Tran Van Anh,2026-07-10,2137000,SUCCESS,EV-004
O-00897,C-00430,Le Van Linh,2026-06-21,920000,SUCCESS,EV-006
O-00898,C-01240,Bui Van Hieu,2026-06-22,715000,SUCCESS,EV-010
O-00899,C-01903,Pham Van Dung,2026-07-12,4960000,SUCCESS,EV-009
O-00900,C-00414,Hoang Van Minh,2026-07-09,4564000,SUCCESS,EV-001
O-00901,C-01959,Le Van Binh,2026-06-28,2807000,SUCCESS,EV-010
O-00902,C-00837,Pham Van Nam,2026-07-10,338000,SUCCESS,EV-002
O-00903,C-01538,Vo Van Phuc,2026-06-21,2236000,FAILED,EV-009
O-00904,C-00772,Hoang Van Linh,2026-07-08,4431000,SUCCESS,EV-010
O-00905,C-01517,Nguyen Van Minh,2026-06-29,2660000,SUCCESS,EV-002
O-00906,C-01547,Dang Van Anh,2026-07-02,1222000,SUCCESS,EV-010
O-00907,C-01345,Phan Van Trung,2026-07-06,1337000,SUCCESS,EV-001
O-00908,C-00318,Vo Van Son,2026-06-21,3039000,FAILED,EV-009
O-00909,C-01051,Le Van Trung,2026-07-13,4544000,SUCCESS,EV-005
O-00910,C-00958,Bui Van Nam,2026-06-21,482000,SUCCESS,EV-006
O-00911,C-00017,Vu Van Anh,2026-07-16,2693000,SUCCESS,EV-002
O-00912,C-01468,Le Van Cuong,2026-07-17,3907000,SUCCESS,EV-007
O-00913,C-01749,Tran Van Khanh,2026-07-07,415000,SUCCESS,EV-006
O-00914,C-00067,Tran Van Binh,2026-06-21,361000,SUCCESS,EV-010
O-00915,C-00663,Vo Van Phuc,2026-07-05,4175000,SUCCESS,EV-003
O-00916,C-00955,Dang Van Khanh,2026-07-11,1760000,SUCCESS,EV-006
O-00917,C-00005,Phan Van Hung,2026-06-29,3312000,SUCCESS,EV-002
O-00918,C-00063,Vu Van Thanh,2026-06-29,4448000,SUCCESS,EV-002
O-00919,C-01126,Vu Van Cuong,2026-06-23,175000,SUCCESS,EV-007
O-00920,C-00841,Tran Van Anh,2026-06-20,1906000,SUCCESS,EV-002
O-00921,C-00003,Pham Van Linh,2026-07-07,1871000,SUCCESS,EV-008
O-00922,C-01869,Pham Van Hung,2026-07-03,3437000,SUCCESS,EV-008
O-00923,C-01331,Hoang Van Thanh,2026-07-04,4876000,SUCCESS,EV-003
O-00924,C-01830,Tran Van Thanh,2026-07-04,520000,SUCCESS,EV-005
O-00925,C-00963,Hoang Van Khanh,2026-07-01,4343000,SUCCESS,EV-007
O-00926,C-00624,Vo Van Khanh,2026-07-15,4513000,SUCCESS,EV-001
O-00927,C-01316,Phan Van Phuc,2026-07-04,3391000,SUCCESS,EV-009
O-00928,C-01536,Dang Van Son,2026-06-23,3617000,SUCCESS,EV-009
O-00929,C-01104,Nguyen Van Quang,2026-07-14,2964000,SUCCESS,EV-007
O-00930,C-01689,Tran Van Hieu,2026-07-14,3430000,SUCCESS,EV-001
O-00931,C-00259,Phan Van Phuc,2026-06-20,3677000,SUCCESS,EV-006
O-00932,C-00412,Vu Van Phuc,2026-07-07,520000,SUCCESS,EV-005
O-00933,C-01417,Le Van Phuc,2026-07-01,2873000,SUCCESS,EV-009
O-00934,C-00170,Vu Van Hung,2026-07-17,872000,SUCCESS,EV-006
O-00935,C-01777,Dang Van Linh,2026-07-05,786000,FAILED,EV-006
O-00936,C-01260,Dang Van Trung,2026-06-20,4003000,SUCCESS,EV-005
O-00937,C-01996,Vu Van Phuc,2026-06-30,4689000,SUCCESS,EV-007
O-00938,C-00612,Nguyen Van Khanh,2026-06-20,4341000,SUCCESS,EV-002
O-00939,C-00333,Nguyen Van Phuc,2026-07-17,2981000,SUCCESS,EV-007
O-00940,C-00121,Pham Van Son,2026-06-23,3587000,SUCCESS,EV-002
O-00941,C-00381,Vu Van Son,2026-06-21,1563000,SUCCESS,EV-005
O-00942,C-01960,Dang Van Hung,2026-07-04,4587000,SUCCESS,EV-006
O-00943,C-00092,Vo Van Nam,2026-07-16,1527000,SUCCESS,EV-008
O-00944,C-00470,Vo Van Linh,2026-07-17,4233000,SUCCESS,EV-009
O-00945,C-00987,Tran Van Dung,2026-06-21,2013000,SUCCESS,EV-010
O-00946,C-00495,Dang Van Trung,2026-06-26,2388000,SUCCESS,EV-004
O-00947,C-01876,Bui Van Nam,2026-07-13,1318000,SUCCESS,EV-004
O-00948,C-01012,Le Van Hieu,2026-07-01,3612000,SUCCESS,EV-006
O-00949,C-01413,Nguyen Van Khanh,2026-06-23,1919000,SUCCESS,EV-010
O-00950,C-01058,Dang Van Linh,2026-07-13,3034000,SUCCESS,EV-008
O-00951,C-00101,Pham Van Linh,2026-07-15,366000,SUCCESS,EV-001
O-00952,C-01484,Vo Van Khanh,2026-06-24,4621000,SUCCESS,EV-009
O-00953,C-01273,Bui Van Nam,2026-07-13,264000,SUCCESS,EV-004
O-00954,C-01886,Tran Van Hung,2026-06-19,3917000,SUCCESS,EV-005
O-00955,C-00076,Bui Van Binh,2026-07-01,2090000,FAILED,EV-009
O-00956,C-00547,Nguyen Van Anh,2026-06-21,3567000,SUCCESS,EV-006
O-00957,C-00473,Pham Van Nam,2026-07-13,541000,SUCCESS,EV-002
O-00958,C-01874,Nguyen Van Thanh,2026-07-14,2193000,SUCCESS,EV-004
O-00959,C-00985,Vo Van Hieu,2026-07-05,3864000,SUCCESS,EV-003
O-00960,C-00215,Le Van Nam,2026-07-12,3465000,SUCCESS,EV-006
O-00961,C-00698,Le Van Minh,2026-07-04,2980000,SUCCESS,EV-003
O-00962,C-01199,Hoang Van Thanh,2026-06-22,4733000,SUCCESS,EV-010
O-00963,C-01863,Vo Van Dung,2026-07-11,4888000,SUCCESS,EV-008
O-00964,C-01752,Hoang Van Nam,2026-06-29,996000,SUCCESS,EV-001
O-00965,C-00927,Vu Van Dung,2026-07-04,4358000,SUCCESS,EV-007
O-00966,C-01049,Le Van Trung,2026-07-14,2689000,SUCCESS,EV-010
O-00967,C-01049,Le Van Trung,2026-07-03,2955000,SUCCESS,EV-005
O-00968,C-01342,Pham Van Dung,2026-07-18,2255000,SUCCESS,EV-009
O-00969,C-01328,Tran Van Quang,2026-07-09,4612000,SUCCESS,EV-004
O-00970,C-00503,Pham Van Thanh,2026-07-14,1649000,SUCCESS,EV-001
O-00971,C-00179,Hoang Van Anh,2026-07-05,4240000,SUCCESS,EV-005
O-00972,C-00381,Vu Van Son,2026-06-19,2393000,SUCCESS,EV-002
O-00973,C-00996,Tran Van Dung,2026-07-07,3557000,SUCCESS,EV-005
O-00974,C-01653,Pham Van Khanh,2026-07-16,4351000,SUCCESS,EV-010
O-00975,C-00668,Nguyen Van Phuc,2026-07-02,398000,SUCCESS,EV-010
O-00976,C-01126,Vu Van Cuong,2026-07-17,3192000,SUCCESS,EV-004
O-00977,C-00235,Dang Van Phuc,2026-07-04,2409000,SUCCESS,EV-006
O-00978,C-01730,Dang Van Hieu,2026-06-20,1307000,SUCCESS,EV-010
O-00979,C-00998,Bui Van Trung,2026-07-17,4880000,SUCCESS,EV-010
O-00980,C-01886,Tran Van Hung,2026-07-13,2273000,SUCCESS,EV-006
O-00981,C-00434,Hoang Van Dung,2026-07-04,4880000,SUCCESS,EV-010
O-00982,C-00332,Hoang Van Binh,2026-06-29,3796000,SUCCESS,EV-004
O-00983,C-01749,Tran Van Khanh,2026-06-25,3023000,SUCCESS,EV-005
O-00984,C-01107,Dang Van Linh,2026-07-14,140000,SUCCESS,EV-008
O-00985,C-00269,Hoang Van Minh,2026-06-25,4927000,SUCCESS,EV-009
O-00986,C-01429,Vo Van Trung,2026-06-29,2822000,SUCCESS,EV-005
O-00987,C-01157,Pham Van Quang,2026-07-15,3796000,SUCCESS,EV-001
O-00988,C-00790,Tran Van Phuc,2026-06-25,3685000,SUCCESS,EV-009
O-00989,C-00242,Pham Van Binh,2026-07-09,153000,SUCCESS,EV-010
O-00990,C-01746,Tran Van Hung,2026-07-03,440000,SUCCESS,EV-009
O-00991,C-01650,Pham Van Cuong,2026-07-07,3704000,FAILED,EV-001
O-00992,C-01589,Tran Van Trung,2026-06-23,2725000,SUCCESS,EV-010
O-00993,C-01747,Tran Van Thanh,2026-06-22,1178000,SUCCESS,EV-005
